general_party,contributor,type_of_contributor,specific_business,general_industry,broad_sector,number_of_records,dollar_amount
Democratic,BROOME COUNTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,210
Republican,CHESTERFIELD FRATERNAL ORDER OF POLICE LODGE 47,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,210
Democratic,FRATERNAL ORDER OF POLICE KENT COUNTY LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,205
Democratic,PLACER COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,BELMONT POLICE PATROLMANS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,NORWOOD POLICE OFFICERS UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,CORRECTIONAL OFFICERS,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,200
Democratic,POLICE OFFICERS LOCAL 395,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,MASSPORT POLICE LOCAL 810,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,COALITION OF PUBLIC SAFETY/COPS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,POLISH AMERICAN POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,SNOHOMISH COUNTY DEPUTY SHERIFF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,WILL COUNTY SHERIFFS POLICE BENEVOLENT FUND,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,MONROE COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,MONROE COUNTY LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,100 BLACKS IN LAW ENFORCEMENT WHO CARE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,COALITION OF BLACK MARYLAND STATE TROOPERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,METRO POLIC CONF PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,NANTICOKE POLICE ATHLETIC LEAGUE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,200
Democratic,FRATERNAL ORDER OF POLICE INC LOUDOUN-DULLES 69,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,HOUSTON POLICE PATROLMENS UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,HOUSTON POLICE PATROLMENS UNION LODGE 109,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,FRATERNAL ORDER OF POLICE LODGE 1897,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,DELAWARE POLICE CHIEFS COUNCIL,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,200
Democratic,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,MINNEAPOLIS RETIRED POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,FRATERNAL ORDER OF POLICE LODGE 59,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,FRATERNAL ORDER OF POLICE INDIANA STATE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Democratic,"FLORIDA FRATERNAL ORDER OF POLICE, LODGE NY 3100",Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Republican,TULARE COUNTY DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Republican,IPSWICH POLICE ASSCOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Republican,DEPUTY SHERIFFS ASSOCATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Republican,SUPERIOR OFFICERS ASSOCIATION RETIRED,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Republican,ALLEGHENY VALLEY FRATERNAL ORDER OF POLICE LODGE 39,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Republican,MONROE COUNTY LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Republican,MARYLAND NATURAL RESOURCES FRATERNAL ORDER OF POLICE LODGE 16,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Republican,FRATERNAL ORDER OF POLICE FREDERICK COUNTY LODGE 102,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Republican,DELAWARE POLICE CHIEFS COUNCIL,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,200
Republican,NEW CASTLE COUNTY FRATERNAL ORDER OF POLICE LODGE 5,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Republican,FRATERNAL ORDER OF POLICE ASSOCIATION ANTON LODGE 125,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,200
Nonpartisan,LOCAL 3317,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,200
Democratic,FLORIDA POLICE CHIEFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,191.05
Democratic,POLICE OFFICERS OF WESTPORT ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,180
Democratic,SAN JOAQUIN COUNTY CORRECTIONAL OFFICERS ASSOCIATION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,2,175
Democratic,LUDLOW POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,175
Democratic,FALL RIVER POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,151
Democratic,MASSACHUSETTS FRATERNAL ORDER OF POLICE LODGE 111,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Democratic,DARTMOUTH POLICE BROTHERHOOD,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,150
Democratic,MIAMI POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Democratic,WISCONSIN SHERIFFS & DEPUTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,150
Democratic,ORANGE COUNTY CORRECTION OFFICERS BENEVOLENT ASSOCIATION OF NEW YORK,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,150
Democratic,ANNE ARUNDEL COUNTY POLICE SUPERVISORS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Democratic,ASST DEPUTY WARDENS ASSOCIATION,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,150
Democratic,WESTCHESTER HISPANIC LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Democratic,IOWA STATE POLICE OFFICERS COUNCIL,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,150
Democratic,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Democratic,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Republican,GLEN COVE PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Republican,SUFFOLK COUNTY RETIRED POLICE DETECTIVES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Republican,NEW BRITAIN POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Republican,MANCHESTER POLICE UNION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Republican,STATE TROOPERS HIGHWAY PATROLMAN ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Nonpartisan,TROOPERS FOR A SAFER OHIO,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Nonpartisan,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,150
Republican,DEPUTY SHERIFFS STAR,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,130
Democratic,INTERNATIONAL BROTHERHOOD OF POLICE OFFICERS / IBPO,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,125
Democratic,FRATERNAL ORDER OF POLICE LODGE 22,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,125
Democratic,NEW HAVEN POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,125
Republican,UNREADABLE POLICE/FIRE PENSION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,125
Nonpartisan,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,120
Democratic,LADIES AUXILIARY ALABAMA SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,116
Democratic,MIDDLESEX COUNTY CORRECTIONS OFFICERS LOCAL 152,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,100
Democratic,BART POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,PASADENA POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,NEWTON POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,TEWKSBURY POLICE BENEVOLENT SOCIETY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,MEDFORD POLICE RELIEF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,MEDFORD POLICE SUPERIOR OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,WARREN POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,NORWOOD POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,WORCESTER POLICE OFFICERS UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,POLICE OFFICERS LOCAL 518 SOMERSET POLICE DEPT,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,DONOVAN DRACUT POLICE RELIEF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,LOCAL 1828,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,100
Democratic,HOWARD COUNTY SHERIFFS DEPUTIES LODGE 131,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,JOHN E CREEDON PBA OF UTICA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,MARYLAND STATE POLICE ALUMNI ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,POLICE ATHLETIC LEAGUE OF MOUNT VERNON,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,WEST SENECA PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,PROFESSIONAL FIRE FIGHTERS & PARAMEDICS OF NORTH CAROLINA,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,100
Democratic,WEST HARTFORD POLICE REVOLVER CLUB,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,NEW HAVEN CO SHERIFFS UNION CONNECTICUT LAW ENFORCEMENT COALITION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,COVENTRY PROFESSIONAL POLICE OFFICERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,POLICE OFFICERS LOCAL 307,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,WASHOE COUNTY SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,MAINE STATE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,FRATERNAL ORDER OF POLICE LODGE 141,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,TROOPERS ASSOCIATION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,TROOPERS ASSOCIATION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,"MARYLAND TROOPERS ASOC, INC PAC",Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,INDIANAPOLIS FRATERNAL ORDER OF POLICE LODGE 86,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,FRATERNAL ORDER OF POLICE ARIZONA STATE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,AZ FRATERNAL ORDER OF POLICE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,MASSACHUSETTS MUNICIPAL POLICE COALITION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,RETIRED TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,GENESEE COUNTY SHERIFFS EMPLOYEES ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,ALLEGHENY COUNTY CORRECTIONS OFFICERS,Non-Individual,Corrections officers unions and associations,Public Sector Unions,Labor,1,100
Republican,FRATERNAL ORDER OF POLICE LODGE 37,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,FRATERNAL ORDER OF POLICE LODGE 131,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,POLICE COLUMBIA ASSOCIATION OF WESTCHESTER NEW YORK,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,MONROE COUNTY SHERIFF POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,TROOPERS ASSOCIATION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,STATE LAW ENFORCEMENT OFFICERS LABOR ALLIANCE PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,TROOPERS ASSOCIATION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,TROOPERS ASSOCIATION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,TROOPERS ASSOCIATION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Republican,FRATERNAL ORDER OF POLICE ARIZONA STATE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Nonpartisan,BUCKEYE STATE SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Nonpartisan,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Nonpartisan,TROOPERS ASSOCIATION PAC,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,100
Democratic,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,80
Democratic,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,80
Republican,POLICE OFFICERS ASSOCIATION OF MARYLAND,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,80
Democratic,PROVIDENCE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,75
Republican,NEW YORK ASSOCIATION OF PROFESSIONAL POLICE & FIRE FIGHTERS,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1,70
Republican,FRATERNAL ORDER OF POLICE MOUNTAIN LODGE 40,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,60
Democratic,SUFFOLK COUNTY PARK POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,50
Democratic,DEPUTY SHERRIFF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,50
Republican,KENT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,50
Republican,POLICE OFFICERS LOCAL 404,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,50
Nonpartisan,MARYLAND TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,50
Republican,MONTANA POLICE PROTECTIVE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,0
Republican,MELLEY MEMORIAL FRATERNAL ORDER POLICE LODGE 65,Non-Individual,Police unions & associations,Public Sector Unions,Labor,2,-750
Democratic,LOUISIANA STATE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1,-9500
