election_jurisdiction,election_year,party,party_committee,contributor,type_of_contributor,specific_business,general_industry,broad_sector,parent_org_or_employer,number_of_records,dollar_amount
CA,2018,Republican,CALIFORNIA REPUBLICAN PARTY,ASSOCIATION OF ORANGE COUNTY DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
CA,2018,Republican,CALIFORNIA REPUBLICAN PARTY,LONG BEACH POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
CA,2018,Republican,CALIFORNIA REPUBLICAN PARTY,GARDEN GROVE POLICE ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
CT,2009,Democratic,SENATE DEMOCRATS VICTORY PAC OF CONNECTICUT,CONNECTICUT STATE POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES / AFSCME,1,2000
CT,2009,Democratic,CONNECTICUT DEMOCRATIC PARTY,CONNECTICUT STATE POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES / AFSCME,1,2000
CT,2010,Democratic,SENATE DEMOCRATS VICTORY PAC OF CONNECTICUT,CONNECTICUT STATE POLICE UNION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES / AFSCME,1,2000
FL,2000,Democratic,FLORIDA DEMOCRATIC PARTY,FLORIDA ASSOCIATION OF STATE TROOPERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
FL,2002,Democratic,FLORIDA DEMOCRATIC PARTY,BROWARD COUNTY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
FL,2003,Republican,FLORIDA REPUBLICAN PARTY,FLORIDA ASSOCIATION OF STATE TROOPERS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
FL,2009,Republican,FLORIDA REPUBLICAN PARTY,IDAHO SATE LODGE FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,2000
IL,2000,Democratic,ILLINOIS SENATE DEMOCRATIC VICTORY FUND,ILLINOIS TROOPERS LODGE 41,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
IL,2002,Republican,REPUBLICAN STATE SENATE CAMPAIGN CMTE OF ILLINOIS,ILLINOIS TROOPERS LODGE 41,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
IL,2006,Democratic,ILLINOIS SENATE DEMOCRATIC VICTORY FUND,CHICAGO FRATERNAL ORDER OF POLICE LODGE 7,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,2,2000
IL,2006,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF ILLINOIS,ILLINOIS STATE POLICE COMMAND OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
IL,2007,Republican,REPUBLICAN STATE SENATE CAMPAIGN CMTE OF ILLINOIS,ILLINOIS FRATERNAL ORDER OF POLICE LABOR COUNCIL,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
IL,2007,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF ILLINOIS,ILLINOIS STATE POLICE COMMAND OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
IL,2008,Democratic,ILLINOIS SENATE DEMOCRATIC VICTORY FUND,CHICAGO FRATERNAL ORDER OF POLICE LODGE 7,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,2,2000
IL,2008,Republican,REPUBLICAN STATE SENATE CAMPAIGN CMTE OF ILLINOIS,ILLINOIS SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
IL,2008,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF ILLINOIS,ILLINOIS SHERIFFS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
IL,2011,Republican,REPUBLICAN STATE SENATE CAMPAIGN CMTE OF ILLINOIS,CHICAGO FRATERNAL ORDER OF POLICE LODGE 7,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,2,2000
IL,2012,Democratic,ILLINOIS SENATE DEMOCRATIC VICTORY FUND,CHICAGO FRATERNAL ORDER OF POLICE LODGE 7,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,3,2000
IL,2014,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF ILLINOIS,POLICEMENS BENEVOLENT & PROTECTIVE ASSOCIATION OF ILLINOIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
IN,2007,Democratic,INDIANA HOUSE DEMOCRATIC CAUCUS,FRATERNAL ORDER OF POLICE INDIANA STATE LODGE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
IN,2019,Republican,INDIANA REPUBLICAN SENATE MAJORITY CAMPAIGN CMTE,INDIANA STATE POLICE ALLIANCE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MA,2004,Republican,MASSACHUSETTS REPUBLICAN PARTY,STATE POLICE ASSOCIATION OF MASSACHUSETTS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MD,2005,Republican,MARYLAND REPUBLICAN PARTY,BALTIMORE CITY FRATERNAL ORDER OF POLICE LODGE 3,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,2000
MD,2013,Democratic,MARYLAND DEMOCRATIC PARTY,PRINCE GEORGES COUNTY FRATERNAL ORDER OF POLICE LODGE 89,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,2,2000
ME,2006,Democratic,SENATE DEMOCRATIC CAMPAIGN CMTE OF MAINE,MAINE ASSOCIATION OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
ME,2006,Democratic,HOUSE DEMOCRATIC CAMPAIGN CMTE OF MAINE,MAINE ASSOCIATION OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MI,2000,Republican,MICHIGAN REPUBLICAN PARTY,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MI,2000,Republican,MICHIGAN REPUBLICAN PARTY,DETROIT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MI,2002,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,MICHIGAN FRATERNAL ORDER OF POLICE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,FRATERNAL ORDER OF POLICE ASSOCIATES / FOP,1,2000
MI,2003,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MI,2006,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MI,2009,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MI,2010,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MI,2010,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MI,2012,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,DETROIT POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MI,2012,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,2,2000
MI,2013,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MI,2014,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MI,2014,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,2,2000
MI,2016,Democratic,MICHIGAN HOUSE DEMOCRATIC FUND,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MI,2016,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MI,2016,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,2,2000
MI,2017,Democratic,SENATE DEMOCRATIC FUND OF MICHIGAN,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MI,2017,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,MICHIGAN STATE POLICE TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MI,2017,Republican,MICHIGAN SENATE REPUBLICAN CAMPAIGN CMTE,RETIRED DETROIT POLICE & FIRE FIGHTERS ASSOCIATION,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS / IAFF,2,2000
MI,2018,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MICHIGAN,POLICE OFFICERS ASSOCIATION OF MICHIGAN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MN,2000,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,MINNEAPOLIS POLICE RELIEF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,4,2000
MN,2000,Democratic,DFL HOUSE CAUCUS OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MN,2000,Republican,SENATE REPUBLICAN VICTORY FUND OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MN,2002,Democratic,DFL HOUSE CAUCUS OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,3,2000
MN,2003,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MINNESOTA,MINNEAPOLIS POLICE RELIEF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,4,2000
MN,2004,Republican,SENATE REPUBLICAN VICTORY FUND OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MN,2005,Democratic,DFL HOUSE CAUCUS OF MINNESOTA,MINNEAPOLIS POLICE RELIEF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MN,2005,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MINNESOTA,MINNEAPOLIS POLICE RELIEF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MN,2006,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MN,2006,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MINNESOTA,MINNEAPOLIS RETIRED POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,4,2000
MN,2008,Republican,HOUSE REPUBLICAN CAMPAIGN CMTE OF MINNESOTA,MINNEAPOLIS POLICE RELIEF ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,3,2000
MN,2010,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,2,2000
MN,2011,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MN,2014,Democratic,DFL HOUSE CAUCUS OF MINNESOTA,MINNEAPOLIS POLICE FRATERNAL ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MN,2016,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MN,2016,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,2,2000
MN,2016,Republican,SENATE REPUBLICAN VICTORY FUND OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
MN,2018,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,MINNESOTA STATE PATROL TROOPERS ASSOCIATION,1,2000
MN,2018,Republican,SENATE REPUBLICAN VICTORY FUND OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MN,2019,Democratic,DEMOCRATIC-FARMER-LABOR SENATE CAUCUS OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MN,2019,Democratic,DFL HOUSE CAUCUS OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
MN,2019,Republican,SENATE REPUBLICAN VICTORY FUND OF MINNESOTA,POLICE OFFICERS FEDERATION OF MINNEAPOLIS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NJ,2001,Republican,ASSEMBLY REPUBLICAN MAJORITY OF NEW JERSEY,NEWARK FRATERNAL ORDER POLICE LODGE 12,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,3,2000
NJ,2003,Republican,ASSEMBLY REPUBLICAN MAJORITY OF NEW JERSEY,NEW JERSEY STATE TROOPERS FRATERNAL ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NJ,2005,Democratic,NEW JERSEY NEW DEMOCRATIC ASSEMBLY LEADERSHIP,NEWARK FRATERNAL ORDER POLICE LODGE 12,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NJ,2006,Republican,SENATE REPUBLICAN MAJORITY CMTE OF NEW JERSEY,NEW JERSEY STATE PBA LOCAL 600,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NJ,2006,Republican,NEW JERSEY ASSEMBLY REPUBLICAN VICTORY CMTE,NEW JERSEY STATE PBA LOCAL 600,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NJ,2008,Democratic,NEW JERSEY DEMOCRATIC PARTY,NEW JERSEY LAW ENFORCEMENT SUPERVISORS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NJ,2009,Republican,SENATE REPUBLICAN MAJORITY CMTE OF NEW JERSEY,NEW JERSEY SUPERIOR OFFICERS LAW ENFORCEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NJ,2009,Republican,SENATE REPUBLICAN MAJORITY CMTE OF NEW JERSEY,NEW JERSEY LAW ENFORCEMENT SUPERVISORS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NJ,2011,Republican,SENATE REPUBLICAN MAJORITY CMTE OF NEW JERSEY,NEW JERSEY STATE TROOPERS FRATERNAL ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NJ,2014,Democratic,NEW JERSEY DEMOCRATIC PARTY,NEW JERSEY STATE PBA LOCAL 600,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NJ,2014,Democratic,NEW JERSEY DEMOCRATIC PARTY,PORT AUTHORITY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NY,2000,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,LIEUTENANTS BENEVOLENT ASSOCIATION OF NEW YORK CITY POLICE DEPARTMENT,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2000,Republican,NEW YORK STATE REPUBLICAN PARTY,POLICE BENEVOLENT ASSOCIATION OF THE CITY OF NEW YORK,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NY,2001,Republican,NEW YORK STATE REPUBLICAN PARTY,SUPERIOR OFFICERS ASSOCIATION OF SUFFOLK COUNTY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2002,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,NASSAU COUNTY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2003,Democratic,NEW YORK STATE DEMOCRATIC PARTY,NEW YORK STATE TROOPERS PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2003,Republican,NEW YORK STATE REPUBLICAN PARTY,POLICE BENEVOLENT ASSOCIATION OF THE CITY OF NEW YORK,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2003,Republican,REPUBLICAN ASSEMBLY CAMPAIGN CMTE OF NEW YORK,LAW ENFORCEMENT OFFICERS UNION COUNCIL 82,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2003,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,NEW YORK CITY DETECTIVES ENDOWMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,3,2000
NY,2003,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,POLICE BENEVOLENT ASSOCIATION OF NEW YORK STATE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2004,Republican,NEW YORK STATE REPUBLICAN PARTY,METROPOLITAN TRANSPORTATION AUTHORITY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NY,2004,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,PORT AUTHORITY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2006,Republican,REPUBLICAN ASSEMBLY CAMPAIGN CMTE OF NEW YORK,PORT AUTHORITY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,1,2000
NY,2006,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,METROPOLITAN TRANSPORTATION AUTHORITY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2007,Democratic,NEW YORK DEMOCRATIC SENATE CAMPAIGN CMTE,NASSAU COUNTY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2008,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,METROPOLITAN TRANSPORTATION AUTHORITY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,3,2000
NY,2008,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NASSAU COUNTY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2009,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NASSAU COUNTY POLICE SUPERIOR OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,3,2000
NY,2009,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,POLICE CONFERENCE OF NEW YORK,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2009,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,POLICE BENEVOLENT ASSOCIATION OF NEW YORK STATE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2009,Democratic,NEW YORK DEMOCRATIC SENATE CAMPAIGN CMTE,POLICE CONFERENCE OF NEW YORK,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2009,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,POLICE BENEVOLENT ASSOCIATION OF NEW YORK STATE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2010,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NEW YORK CITY DETECTIVES ENDOWMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2010,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NASSAU COUNTY POLICE BENEVOLENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2010,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,POLICE BENEVOLENT ASSOCIATION OF NEW YORK STATE,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2010,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,SUPERIOR OFFICERS ASSOCIATION OF SUFFOLK COUNTY,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2011,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,METROPOLITAN TRANSPORTATION AUTHORITY PBA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2011,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,MARSHAL ASSOCIATION OF CITY OF NEW YORK,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2012,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NEW YORK CITY DETECTIVES ENDOWMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2012,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NASSAU COUNTY POLICE SUPERIOR OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2012,Republican,NEW YORK STATE SENATE REPUBLICAN CAMPAIGN CMTE,NYC POLICE CAPTAINS ENDOWMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
NY,2013,Democratic,NEW YORK DEMOCRATIC ASSEMBLY CAMPAIGN CMTE,NEW YORK CITY DETECTIVES ENDOWMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,NA,2,2000
